datestr,cases,deaths,device_count,full_time_work_behavior_devices,part_time_work_behavior_devices,completely_home_device_count,delivery_behavior_devices,candidate_device_count,sheltering_in_place_percent,total_pop,total_spend,num_cards,county,county_name,state_abbr,county Geometry longitude,county Geometry latitude
2020-05-03T00:00:00.000Z,51,3,1720,16,55,418,35,3337,0.24302325581395348,19141,8168.92626953125,207.08021545410156,13229,Pierce,GA,-82.2103703,31.353998
2020-05-03T00:00:00.000Z,40,2,1863,18,95,522,54,3189,0.28019323671497587,17919,4369.998870849609,140.27645778656006,13231,Pike,GA,-84.3898475,33.0812241
2020-05-03T00:00:00.000Z,59,0,3345,35,129,959,74,6937,0.2866965620328849,41444,20021.12826538086,530.0778441429138,13233,Polk,GA,-85.1883384,33.9960153
2020-05-03T00:00:00.000Z,32,1,654,11,21,195,14,1409,0.2981651376146789,11396,3134.198974609375,117.31513500213623,13235,Pulaski,GA,-83.4818454,32.2388026
2020-05-03T00:00:00.000Z,41,5,1661,25,72,523,34,3266,0.31487055990367246,21430,9356.502563476562,248.6851782798767,13237,Putnam,GA,-83.3717898,33.3210605
2020-05-03T00:00:00.000Z,8,1,131,3,5,33,8,245,0.25190839694656486,2140,679.6238098144531,23.73745059967041,13239,Quitman,GA,-85.0047978,31.8629381
2020-05-03T00:00:00.000Z,13,0,1016,19,38,327,17,2275,0.3218503937007874,16354,3904.168920516968,86.56910264492035,13241,Rabun,GA,-83.4048701,34.8839345
2020-05-03T00:00:00.000Z,163,19,383,11,24,143,17,940,0.3733681462140992,7206,3171.9198455810547,123.61840677261353,13243,Randolph,GA,-84.7523108,31.762651
2020-05-03T00:00:00.000Z,417,16,11237,165,365,4187,325,27912,0.3726083474236896,201568,130114.21446228027,4147.869804143906,13245,Richmond,GA,-82.0749982,33.3614863
2020-05-03T00:00:00.000Z,195,6,5014,69,143,2155,108,11953,0.4297965696051057,88482,57014.73159790039,1871.2145528793335,13247,Rockdale,GA,-84.0263696,33.6520811
2020-05-03T00:00:00.000Z,16,1,457,8,23,144,10,863,0.3150984682713348,5168,1709.8779296875,42.05211925506592,13249,Schley,GA,-84.3227083,32.2634439
2020-05-03T00:00:00.000Z,15,1,863,16,31,273,25,1857,0.3163383545770568,14037,6500.622039794922,178.24110984802246,13251,Screven,GA,-81.6175849,32.7447512
2020-05-03T00:00:00.000Z,31,2,793,9,23,205,17,1494,0.25851197982345525,8549,2746.509475708008,76.66321849822998,13253,Seminole,GA,-84.8676853,30.9339599
2020-05-03T00:00:00.000Z,219,10,4484,63,187,1532,95,9713,0.3416592328278323,64192,45506.83183288574,1433.6998567581177,13255,Spalding,GA,-84.2849046,33.2623481
2020-05-03T00:00:00.000Z,87,1,1962,23,85,583,48,4244,0.29714576962283384,25625,7163.211334228516,224.56050610542297,13257,Stephens,GA,-83.2902156,34.5529139
